OTU	100_trimmed_R2	101_trimmed_R2	102_trimmed_R2	103_trimmed_R2	104_trimmed_R2	105_trimmed_R2	106_trimmed_R2	107_trimmed_R2	108_trimmed_R2	109_trimmed_R2	10_trimmed_R2	110_trimmed_R2	111_trimmed_R2	112_trimmed_R2	113_trimmed_R2	114_trimmed_R2	115_trimmed_R2	116_trimmed_R2	11_trimmed_R2	12_trimmed_R2	13_trimmed_R2	14_trimmed_R2	15_trimmed_R2	16_trimmed_R2	17_trimmed_R2	18_trimmed_R2	19_trimmed_R2	1_trimmed_R2	20_trimmed_R2	21_trimmed_R2	22_trimmed_R2	23_trimmed_R2	24_trimmed_R2	25_trimmed_R2	26_trimmed_R2	27_trimmed_R2	28_trimmed_R2	29_trimmed_R2	2_trimmed_R2	30_trimmed_R2	31_trimmed_R2	32_trimmed_R2	33_trimmed_R2	34_trimmed_R2	35_trimmed_R2	36_trimmed_R2	37_trimmed_R2	38_trimmed_R2	39_trimmed_R2	3_trimmed_R2	40_trimmed_R2	41_trimmed_R2	42_trimmed_R2	43_trimmed_R2	44_trimmed_R2	45_trimmed_R2	46_trimmed_R2	47_trimmed_R2	48_trimmed_R2	49_trimmed_R2	4_trimmed_R2	50_trimmed_R2	51_trimmed_R2	52_trimmed_R2	53_trimmed_R2	54_trimmed_R2	55_trimmed_R2	56_trimmed_R2	57_trimmed_R2	58_trimmed_R2	59_trimmed_R2	5_trimmed_R2	60_trimmed_R2	61_trimmed_R2	62_trimmed_R2	63_trimmed_R2	64_trimmed_R2	65_trimmed_R2	66_trimmed_R2	67_trimmed_R2	68_trimmed_R2	69_trimmed_R2	6_trimmed_R2	70_trimmed_R2	71_trimmed_R2	72_trimmed_R2	73_trimmed_R2	74_trimmed_R2	75_trimmed_R2	76_trimmed_R2	77_trimmed_R2	78_trimmed_R2	79_trimmed_R2	7_trimmed_R2	80_trimmed_R2	81_trimmed_R2	82_trimmed_R2	83_trimmed_R2	84_trimmed_R2	85_trimmed_R2	86_trimmed_R2	87_trimmed_R2	88_trimmed_R2	89_trimmed_R2	8_trimmed_R2	90_trimmed_R2	91_trimmed_R2	92_trimmed_R2	93_trimmed_R2	94_trimmed_R2	95_trimmed_R2	96_trimmed_R2	97_trimmed_R2	98_trimmed_R2	99_trimmed_R2	9_trimmed_R2
DENOVO127	0	3	0	1	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	12	0	0	0	1	1	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0
DENOVO128	1	2	0	0	1	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	6	1	0	0	0	0	0	0	5	0	0	1	0	1	0	0	0	0	0	0	0
DENOVO129	0	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	2	0	0	0	2	0	1	1	0	0	1	2	1	0	0	0	2	0	1	0
DENOVO130	0	1	1	1	0	2	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	2	3	0	0	0	0	1	0	0	2	0	1	1	0	0	1	0	1	0	0	1	0
DENOVO131	0	4	2	1	4	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	2	0	0	0	2	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0
DENOVO132	1	11	9	13	0	12	20	2	1	1	0	4	6	1	9	4	11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	1	1	6	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	22	12	1	0
DENOVO133	0	1	1	0	1	2	2	4	0	0	0	1	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2	0	2	2	1	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	3	0
DENOVO134	5	42	27	24	2	17	44	4	7	10	0	17	18	4	18	16	29	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	5	4	3	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	2	11	3	8	1	0	0	0	0	2	0	0	0	0	0	0	0	8	0	2	0	1	0	0	0	0	37	53	17	0
DENOVO135	0	0	0	1	3	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0
DENOVO136	0	0	0	0	2	2	0	0	0	1	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	1	0	1	1	1	1	1	0	2	0	0	0	0	1	0	0	3	2	0	0	0
DENOVO137	5	12	16	11	0	10	17	0	4	1	0	12	11	1	7	9	6	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	1	1	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	14	32	10	0
DENOVO138	0	1	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	2	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
DENOVO139	0	0	0	0	3	0	0	0	1	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	7	0	3	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
DENOVO140	0	0	1	0	1	0	5	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	1	0	0	0	2	0	1	0	0	0	3	0	0	0	0	0	1	0	0
DENOVO141	3	0	2	0	1	2	0	0	0	3	0	1	3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	3	0	0	0	0	1	3	1	4	3	5	0	0	0	0	4	0	0	0	8	0	4	2	0	0
DENOVO142	0	2	0	1	1	1	0	2	0	0	0	2	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	2	2	0	0	0	1	0	0	0	0	0	1	0	0
DENOVO143	0	7	2	1	3	3	3	0	4	4	1	2	0	4	0	0	1	3	0	4	5	2	3	0	1	3	3	2	2	1	1	1	2	3	2	1	0	1	2	1	0	0	4	1	3	1	7	1	0	1	0	6	0	4	0	1	1	0	1	0	3	0	0	2	0	0	0	1	0	4	5	1	1	4	0	0	1	0	3	0	1	1	4	0	5	3	3	3	0	5	3	0	0	2	0	2	3	0	0	3	4	0	0	0	1	0	0	1	3	0	1	6	3	3	1	5
DENOVO144	1	1	1	0	0	0	4	3	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0
DENOVO145	1	2	1	0	0	3	2	0	0	0	0	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	3	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	1	0	1	0
DENOVO146	1	0	1	1	1	0	5	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	1	1	0
DENOVO147	1	8	6	6	0	10	16	2	2	4	0	2	4	0	6	2	14	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	1	1	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	12	22	7	0
DENOVO148	1	0	1	0	0	0	1	0	0	1	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0
DENOVO149	0	0	0	0	0	2	4	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	4	1	1	0	0	1	0	0	0	2	0	0	0	1	0	0	1	0	1	0	2	0
DENOVO150	0	0	1	0	0	0	2	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	1	1	0	0	0
DENOVO151	0	1	1	0	2	0	1	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	3	0	0	2	0
DENOVO152	1	0	0	1	0	0	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	2	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0
DENOVO153	0	1	0	1	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	0	0	0	0	0	1	1	2	0	1	1	0	1	0
DENOVO154	0	6	0	0	0	2	2	0	0	0	1	0	0	0	0	0	2	0	1	1	5	0	1	0	1	2	0	2	2	2	0	0	0	2	1	2	2	1	0	0	0	1	0	0	0	1	3	1	0	0	1	0	0	4	0	0	0	1	1	9	0	3	0	0	0	0	0	9	0	1	2	0	2	2	4	6	1	0	1	10	6	3	0	0	0	0	0	1	2	3	0	1	2	1	0	1	2	0	0	3	0	2	0	0	0	1	0	0	0	0	0	0	3	1	0	0
DENOVO155	0	5	2	0	3	4	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	2	0	0	10	0	2	0	0	0	0	0	0	2	0	0	1	1	0	0	1	1	0	0	0	0
DENOVO156	1	1	1	0	1	0	2	1	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	5	4	1	1	0	0	0	1	0	0	0	1	0	3	0	0	0	1	1	2	1	0
DENOVO157	0	0	1	0	0	0	1	1	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	4	2	1	0	0	0	1	0	0	3	0	0	0	0	2	1	0	1	1	0	0	0
DENOVO158	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	3	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	2	2	0
DENOVO159	13	29	49	45	17	31	106	23	43	38	9	27	36	7	28	27	38	37	4	6	4	7	7	4	9	7	4	4	8	11	16	5	9	2	3	7	13	2	1	9	8	1	6	12	3	3	9	7	5	5	2	12	3	8	1	1	3	5	3	27	5	28	4	11	5	5	8	11	13	4	3	1	4	4	24	12	7	1	11	7	7	7	1	1	4	3	14	23	4	27	16	14	12	5	3	14	36	19	16	12	16	18	15	22	2	7	7	16	23	48	43	40	47	80	12	6
DENOVO160	3	2	1	0	2	0	0	1	2	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0
DENOVO161	1	1	0	0	0	0	4	0	0	1	0	2	2	2	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	2	0	0	5	1	1	0	0	1	0	0	0	2	0	0	0	1	0	1	0	0	3	0	0	0
DENOVO162	0	2	1	0	0	2	1	1	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0
DENOVO163	0	1	0	0	0	2	1	2	2	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	1	1	3	0	2	1	1	2	2	0	0	1	0	0	0	0	1	1	0	1	0
DENOVO164	0	0	0	0	0	1	1	0	1	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	3	0	0	1	0
DENOVO165	0	6	2	0	11	2	1	3	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	1	0	0	12	3	1	0	0	2	0	1	0	0	0	0	3	3	0	2	0	0	0	0	0	0
DENOVO166	1	0	0	0	0	3	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
DENOVO167	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	2	0
DENOVO168	46	9	23	3	14	63	22	2	0	85	0	0	1	0	4	2	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	2	1	5	63	21	8	0	4	11	39	15	1	14	19	79	6	0	0	2	16	0	8	2	15	0	15	9	0	0
DENOVO169	0	1	2	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
DENOVO170	1	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	4	0	0	0	0	1	0	1	0	4	0	0	0	1	0	0	0	0	0	0	1	0
DENOVO171	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	3	0	2	0
DENOVO172	1	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
DENOVO173	0	1	2	1	0	2	4	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	2	2	0	3	1	2	0	2	0	0
DENOVO174	2	0	0	0	0	1	0	1	1	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
DENOVO175	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0
DENOVO176	0	0	1	0	0	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	1	0	0	0
DENOVO177	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	2	0
DENOVO178	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	1	1	0	2	1	0	1	0	1	1	1	0	2	0	0	0	1	0	1	0	1	2	1	1	0
DENOVO179	1	0	1	0	4	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	1	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0
